party,press_release,claim_number,claim_text,claim_desc,category,is_policy_like
Democratic,20220428-bill-protect-integrity-california-elections-foreign-influence-passes-out.txt,12,A corporation would be deemed 'foreign influenced' if a foreign entity participates in decision-making with respect to state or local political spending.,,,
Democratic,20220428-bill-protect-integrity-california-elections-foreign-influence-passes-out.txt,13,US election law is very clear that there should be zero foreign money in US elections.,,,
Democratic,20220721-bennett-limon-bill-restrict-gun-sales-ventura-county-fairground-signed.txt,1,Gun shows are a source for illegally trafficked firearms.,,,
Democratic,20220721-bennett-limon-bill-restrict-gun-sales-ventura-county-fairground-signed.txt,2,Gun shows have been criticized as being the critical moment in the chain of custody for many guns.,,,
Democratic,20220721-bennett-limon-bill-restrict-gun-sales-ventura-county-fairground-signed.txt,3,Gun violence is among the greatest public health crises facing children and youth.,,,
Democratic,20220721-bennett-limon-bill-restrict-gun-sales-ventura-county-fairground-signed.txt,4,"Nearly 7,000 children younger than 18 are killed or wounded by gunshots each year.",,,
Democratic,20220721-bennett-limon-bill-restrict-gun-sales-ventura-county-fairground-signed.txt,5,Firearm-related deaths are now the leading cause of death for children ages 1 to 19.,,,
Democratic,20220721-bennett-limon-bill-restrict-gun-sales-ventura-county-fairground-signed.txt,6,The United States experiences far more gun violence per person than virtually every other modern industrialized country.,,,
Democratic,20220721-bennett-limon-bill-restrict-gun-sales-ventura-county-fairground-signed.txt,7,The United States has one of the most pervasive gun cultures in the world supported by a powerful gun lobby.,,,
Democratic,20220721-bennett-limon-bill-restrict-gun-sales-ventura-county-fairground-signed.txt,8,The legislation will make the Ventura Fairgrounds and surrounding communities safer from gun violence.,,,
Democratic,20220830-ca-lawmakers-pass-ab-1322-meeting-governor-newsoms-challenge-aggressively.txt,1,Sustainable aviation fuel (SAF) is 80 percent cleaner than traditional jet fuel.,,,
Democratic,20220830-ca-lawmakers-pass-ab-1322-meeting-governor-newsoms-challenge-aggressively.txt,2,AB 1322 aims to help achieve California’s goal for a net-zero emission economy by 2045.,,,
Democratic,20220830-ca-lawmakers-pass-ab-1322-meeting-governor-newsoms-challenge-aggressively.txt,3,California's policies have historically incubated new technologies that change the world and combat climate change.,,,
Democratic,20220830-ca-lawmakers-pass-ab-1322-meeting-governor-newsoms-challenge-aggressively.txt,4,Clean solar and wind power are now the least expensive forms of new energy because of California.,,,
Democratic,20220830-ca-lawmakers-pass-ab-1322-meeting-governor-newsoms-challenge-aggressively.txt,5,Aviation is a growing source of emissions that contribute to air pollution and climate change.,,,
Democratic,20220830-ca-lawmakers-pass-ab-1322-meeting-governor-newsoms-challenge-aggressively.txt,6,California aims to develop and implement a strategy for reaching a 20% sustainable aviation fuel target by 2030.,,,
Democratic,20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt,1,The City of Newark aims to implement its first Broadband Master Plan.,,,
Democratic,20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt,2,The funding will allow Newark to develop an inventory of existing fiber optic infrastructure and identify underserved areas.,,,
Democratic,20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt,3,Piedmont Middle School's multipurpose space has not been upgraded since its construction in 1959.,,,
Democratic,20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt,4,The new facility at Piedmont Middle School will include a full-size middle school basketball court.,,,
Democratic,20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt,5,"The Teen Center at Lake Elizabeth in Fremont provides unique facilities for meetings, parties, and special events.",,,
Democratic,20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt,6,The Fremont Teen Center improvements will enhance its safety and capacity to serve youth.,,,
Democratic,20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt,7,The I-680 Sabercat Bridge & Trail will serve as a landmark bicycle and pedestrian gateway in Fremont.,,,
Democratic,20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt,8,The Fremont Housing Navigation Center opened in 2020 to support unhoused residents.,,,
Democratic,20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt,9,Participants in the Housing Navigation Center receive wrap-around services including health and wellness resources.,,,
Democratic,20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt,10,The Milpitas Homelessness Task Force prioritizes projects to address homelessness in Milpitas.,,,
Democratic,20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt,11,Milpitas plans to enhance its bicycle facilities to promote a multi-modal roadway environment.,,,
Democratic,20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt,12,The All-Inclusive Playground project in Santa Clara's Central Park will serve residents of all ages and abilities.,,,
Democratic,20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt,13,The All-Inclusive Playground project will include ADA renovations.,,,
Democratic,20220918-governor-signs-bill-extend-and-strengthen-californias-nonprofit-security.txt,1,Hate crimes have increased by 89% over the past decade in California.,,,
Democratic,20220918-governor-signs-bill-extend-and-strengthen-californias-nonprofit-security.txt,2,The California Nonprofit Security Grant Program was established in 2019 in response to the deadly shooting at Chabad of Poway.,,,
Democratic,20220918-governor-signs-bill-extend-and-strengthen-californias-nonprofit-security.txt,3,The California state budget included a $50 million allocation for the Nonprofit Security Grant Program this year.,,,
Democratic,20220918-governor-signs-bill-extend-and-strengthen-californias-nonprofit-security.txt,4,California has funded a total of $110 million in anti-hate programs.,,,
Democratic,20220918-governor-signs-bill-extend-and-strengthen-californias-nonprofit-security.txt,5,"AB 1664 will create more flexibility for how grant funding may be used, including for security training.",,,
Democratic,20220918-governor-signs-bill-extend-and-strengthen-californias-nonprofit-security.txt,6,"Some non-profit organizations in California, including abortion providers, face vandalism and threats of violence because of their mission-driven work.",,,
Democratic,20220918-governor-signs-bill-extend-and-strengthen-californias-nonprofit-security.txt,7,"Asian Americans, particularly women and the elderly, have been targeted by a staggering increase in hate, bias, and violence since the start of the pandemic.",,,
Democratic,20220918-governor-signs-bill-extend-and-strengthen-californias-nonprofit-security.txt,8,There is a clear need to extend and expand the California State Nonprofit Security Grant Program to better protect vulnerable communities.,,,
Democratic,20220928-loma-linda-university-childrens-hospital-celebrates-new-funding-innovative.txt,1,Loma Linda University Children’s Hospital received $4 million in the 2022-23 state budget for a program to offer individualized physical and mental care to abused foster children.,,,
Democratic,20220928-loma-linda-university-childrens-hospital-celebrates-new-funding-innovative.txt,2,"The hospital's budget request included expectations to see children with abusive head trauma, inflicted burns, fractures, abdominal injury, child sexual assault, medical child abuse, and severe neglect.",,,
Democratic,20220928-loma-linda-university-childrens-hospital-celebrates-new-funding-innovative.txt,3,The Resiliency Institute for Childhood Adversity program will provide continuity of care for vulnerable and transient foster youth.,,,
Democratic,20220928-loma-linda-university-childrens-hospital-celebrates-new-funding-innovative.txt,4,"The clinic will offer individualized, consistent care to foster children who have suffered abuse, aimed at mitigating and healing physical and emotional trauma.",,,
Democratic,20220928-loma-linda-university-childrens-hospital-celebrates-new-funding-innovative.txt,5,The funding will enable continued mental health and physical care for youth who often fall through the cracks of the healthcare system.,,,
Democratic,20220928-loma-linda-university-childrens-hospital-celebrates-new-funding-innovative.txt,6,"The governor signed AB 2317 to create, license and regulate psychiatric crisis residential treatment for children and youth.",,,
Democratic,20221001-bill-provide-relief-disabled-veterans-signed-governor.txt,1,Tolls can be incredibly cost-prohibitive throughout the Bay Area and Southern California.,,,
Democratic,20221001-bill-provide-relief-disabled-veterans-signed-governor.txt,2,The financial burden of toll roads can lead to significant economic impacts on individuals who must use them.,,,
Democratic,20221001-bill-provide-relief-disabled-veterans-signed-governor.txt,3,Disabled veterans may find it more difficult to attain a job or seek ongoing medical care due to financial obstacles.,,,
Democratic,20221001-bill-provide-relief-disabled-veterans-signed-governor.txt,4,Nearly three in ten disabled veterans report that their impairments have prevented them from getting or keeping a job.,,,
Democratic,20221001-bill-provide-relief-disabled-veterans-signed-governor.txt,5,Two-thirds of disabled veterans who are 100% disabled say their impairments have prevented them from obtaining a job.,,,
Democratic,20221001-bill-provide-relief-disabled-veterans-signed-governor.txt,6,The signing of AB 2949 will provide financial relief to veterans by exempting them from toll costs.,,,
Democratic,20221207-addis-issues-statement-federal-offshore-wind-auction-results.txt,1,Floating offshore wind on the West Coast is necessary to address the climate crisis.,,,
Democratic,20221207-addis-issues-statement-federal-offshore-wind-auction-results.txt,2,Floating offshore wind is economically viable for the companies that won the recent auction.,,,
Democratic,20221207-addis-issues-statement-federal-offshore-wind-auction-results.txt,3,The Bureau of Ocean Energy Management conducted its first-ever auction of lease areas for offshore wind projects.,,,
Democratic,20221212-new-year-new-laws.txt,1,Assembly Bill 972 extends California's prohibition on distributing deepfakes and manipulated media of political candidates within 60 days of an election.,,,
Democratic,20221212-new-year-new-laws.txt,2,Assembly Bill 775 bans political candidates or committees from pre-checking the recurring donation box on their websites and requires affirmative consent for recurring contributions.,,,
Democratic,20221212-new-year-new-laws.txt,3,The Cybersecurity Regional Alliances and Multistakeholder Partnerships Pilot Program aims to address the immediate cybersecurity workforce gap.,,,
Democratic,20221212-new-year-new-laws.txt,4,The $4 million appropriation for the cybersecurity program is intended to increase the pipeline of students pursuing cybersecurity careers.,,,
Democratic,20221212-new-year-new-laws.txt,5,Data from the National Youth in Transition Database indicates that youth in the foster care system are five times more likely to abuse drugs than their peers.,,,
Democratic,20221212-new-year-new-laws.txt,6,"According to the Administration for Children and Families, 27% of foster youth aged 17 have been referred for substance abuse treatment.",,,
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,1,Opioid blocker nasal sprays can completely reverse a fentanyl overdose in 30 seconds.,,,
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,2,"In 2021, opioid deaths in California skyrocketed to 6800 due to the availability of the synthetic opioid fentanyl.",,,
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,3,One out of every five California youths aged 15 to 24 who died in 2021 were killed by a fentanyl overdose.,,,
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,4,The California Department of Justice has seized over 4 million fentanyl pills and almost 900 pounds of fentanyl powder since last spring.,,,
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,5,Opioid blockers bind to the same receptors in the brain used by opioids and reverse or block the effects of the drug.,,,
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,6,Opioid blocker nasal sprays have no side effects and are safe to use even if the person is experiencing a medical issue unrelated to an overdose.,,,
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,7,The effectiveness of opioid blockers requires that someone near the person overdosing has access to the medication.,,,
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,8,AB 24 focuses on putting opioid blocker nasal spray into the hands of employees in public locations where people are likely to overdose.,,,
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,9,Locations that do not keep opioid blockers in accessible places can be fined up to 1000 dollars.,,,
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,10,Fentanyl is becoming cheaper and more accessible than opioid blockers.,,,
Democratic,20230208-assemblymember-isaac-bryan-and-formerly-incarcerated-leaders-introduce.txt,1,Disenfranchisement of incarcerated people does nothing to improve the safety of our communities or encourage rehabilitation.,,,
Democratic,20230208-assemblymember-isaac-bryan-and-formerly-incarcerated-leaders-introduce.txt,2,All the data shows us that voting reduces recidivism.,,,
Democratic,20230208-assemblymember-isaac-bryan-and-formerly-incarcerated-leaders-introduce.txt,3,93% of currently incarcerated respondents expressed that they want to vote in order to contribute positively to the community.,,,
Democratic,20230208-assemblymember-isaac-bryan-and-formerly-incarcerated-leaders-introduce.txt,4,"Regaining voting rights while on parole has resulted in increased accountability, civic duty, and community connections.",,,
Democratic,20230208-assemblymember-isaac-bryan-and-formerly-incarcerated-leaders-introduce.txt,5,Voting creates an opportunity for people in prison to think about their communities positively as they prepare to reenter society.,,,
Democratic,20230208-assemblymember-isaac-bryan-and-formerly-incarcerated-leaders-introduce.txt,6,The prohibition on allowing incarcerated people to vote has its roots in our nation's shameful legacy of slavery and systemic racism.,,,
Democratic,20230208-assemblymember-isaac-bryan-and-formerly-incarcerated-leaders-introduce.txt,7,"When 80% of people incarcerated in California prisons are people of color, denying these individuals the right to vote perpetuates the root causes that led to mass incarceration.",,,
Democratic,20230208-assemblymember-isaac-bryan-and-formerly-incarcerated-leaders-introduce.txt,8,Systemic racism and voter suppression are longstanding symptoms of anti-Black hate.,,,
Democratic,20230222-assemblywoman-pilar-schiavo-introduces-bill-would-ensure-more-affordable.txt,1,One quarter of former foster youth experienced homelessness in California between the ages of 21-23.,,,
Democratic,20230222-assemblywoman-pilar-schiavo-introduces-bill-would-ensure-more-affordable.txt,2,Nearly one in three transition-age foster youth in California experiences homelessness.,,,
Democratic,20230222-assemblywoman-pilar-schiavo-introduces-bill-would-ensure-more-affordable.txt,3,Stable housing impacts virtually all aspects of life and is a critical social determinant of health.,,,
Democratic,20230222-assemblywoman-pilar-schiavo-introduces-bill-would-ensure-more-affordable.txt,4,AB 963 will expand the number of affordable housing units available to former foster youth struggling with housing security.,,,
Democratic,20230222-assemblywoman-pilar-schiavo-introduces-bill-would-ensure-more-affordable.txt,5,The essential need is adequate affordable housing dedicated to transition-aged foster youth.,,,
Democratic,20230222-assemblywoman-pilar-schiavo-introduces-bill-would-ensure-more-affordable.txt,6,California has both grant and tax credit programs that support affordable housing.,,,
Democratic,20230222-assemblywoman-pilar-schiavo-introduces-bill-would-ensure-more-affordable.txt,7,The opportunity exists to draw commercial debt and equity investments from the private and philanthropic sectors to develop and acquire affordable housing for transition-aged foster youth.,,,
Democratic,20230224-black-history-month-celebration.txt,1,"Melvin Easley worked for ETAK, the first navigational software company that helped shape in-car navigational system technology.",,,
Democratic,20230224-black-history-month-celebration.txt,2,Chief Sean Washington developed one of the nation's first electric patrol vehicle programs.,,,
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,1,"The bill prohibits foreign influenced corporations from contributing to candidates, parties, or committees to protect the integrity of California’s self-governance.",,,
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,2,Federal law does not address the issue of political spending by U.S. corporations that are partially owned by foreign investors.,,,
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,3,Foreign investments in US companies have increased significantly in recent years.,,,
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,4,"In 1982, foreign investors owned about five percent of all U.S. corporate equity.",,,
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,5,"By 2019, foreign investors owned 40% of U.S. equity, including foreign governments.",,,
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,6,Governments throughout the world own substantial positions in politically active U.S. companies.,,,
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,7,"Norges Bank has a stake in more than 9,000 companies worldwide and holds an average of 1.4% of the U.S.’s publicly traded companies.",,,
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,8,"Saudi Arabia plans to invest about $10 billion into companies, more than doubling its assets by 2025.",,,
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,9,Elon Musk became the largest shareholder of Twitter after acquiring the company.,,,
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,10,"Prince Alwaleed bin Talal bin Abdulaziz of Saudi Arabia became Twitter’s second largest shareholder after Musk, owning approximately 4% of the company.",,,
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,11,The US Supreme Court’s 2010 ruling in Citizens United v. FEC created a loophole that allows foreign interests to influence corporate political activity.,,,
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,12,AB 83 aims to close the loophole established by Citizens United and ensure California elections are free from foreign influence.,,,
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,13,A corporation would be deemed 'foreign influenced' if 1% of shares are owned by a single foreign investor.,,,
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,14,A corporation would be deemed 'foreign influenced' if 5% of shares are owned by multiple foreign investors.,,,
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,15,A corporation would be deemed 'foreign influenced' if a foreign entity participates in decision-making regarding state or local political spending.,,,
Democratic,20230420-assemblymember-zbur-announces-four-bills-prevent-homelessness.txt,1,It is more cost-effective to keep people in their existing homes than to intervene after they become homeless.,,,
Democratic,20230420-assemblymember-zbur-announces-four-bills-prevent-homelessness.txt,2,Roughly 64 percent of low-income households in California are rent-burdened and unable to afford basic needs.,,,
Democratic,20230420-assemblymember-zbur-announces-four-bills-prevent-homelessness.txt,3,"Providing short and medium term rent subsidies of up to $2,000 a month could help the most housing insecure populations remain in their homes.",,,
Democratic,20230420-assemblymember-zbur-announces-four-bills-prevent-homelessness.txt,4,"A two-year rent subsidy program funded at $500 million could prevent homelessness for more than 10,000 people.",,,
Democratic,20230420-assemblymember-zbur-announces-four-bills-prevent-homelessness.txt,5,"The cost of supportive housing can reach roughly $600,000 per new unit.",,,
Democratic,20230420-assemblymember-zbur-announces-four-bills-prevent-homelessness.txt,6,"Young people aging out of foster care are often not prepared to survive independently, increasing their risk of homelessness.",,,
Democratic,20230420-assemblymember-zbur-announces-four-bills-prevent-homelessness.txt,7,The age for foster youth to receive support through the Independent Living Program is proposed to be increased from age 21 to 23.,,,
Democratic,20230420-assemblymember-zbur-announces-four-bills-prevent-homelessness.txt,8,Regional planning programs for housing development often rely on inconsistent data and presumptions.,,,
Democratic,20230420-assemblymember-zbur-announces-four-bills-prevent-homelessness.txt,9,Incentivizing sustainable housing near transit can help reduce reliance on cars.,,,
Democratic,20230420-one-pill-can-kill-awareness-campaign-and-legislation-address-fentanyl.txt,1,Fentanyl is one of the most dangerous and deadly drugs circulating on the illegal drug market.,,,
Democratic,20230420-one-pill-can-kill-awareness-campaign-and-legislation-address-fentanyl.txt,2,Just 2 milligrams of fentanyl is enough to kill.,,,
Democratic,20230420-one-pill-can-kill-awareness-campaign-and-legislation-address-fentanyl.txt,3,"Statewide fentanyl deaths in California increased from 239 deaths in 2016 to 3,946 in 2020.",,,
Democratic,20230420-one-pill-can-kill-awareness-campaign-and-legislation-address-fentanyl.txt,4,"In California, 71% of all opioid-related deaths in 2020 were a result of fentanyl poisoning.",,,
Democratic,20230420-one-pill-can-kill-awareness-campaign-and-legislation-address-fentanyl.txt,5,AB 1027 aims to prevent fentanyl poisoning by enacting more stringent data collection and storage requirements for social media companies.,,,
Democratic,20230420-one-pill-can-kill-awareness-campaign-and-legislation-address-fentanyl.txt,6,"AB 955 would increase penalties for those convicted of fentanyl sales by imprisonment for 3, 6, or 9 years.",,,
Democratic,20230420-one-pill-can-kill-awareness-campaign-and-legislation-address-fentanyl.txt,7,Fentanyl is responsible for one in five deaths of young people in California.,,,
Democratic,20230420-one-pill-can-kill-awareness-campaign-and-legislation-address-fentanyl.txt,8,Senator Dave Cortese's SB 10 would create opioid prevention and education programs in schools.,,,
Democratic,20230420-statement-assemblywoman-petrie-norris-hearing-fentanyl-bills.txt,1,Assembly Bill 955 strengthens the penalties for trafficking fentanyl online.,,,
Democratic,20230420-statement-assemblywoman-petrie-norris-hearing-fentanyl-bills.txt,2,Enhancing sentences for trafficking fentanyl is a necessary response to the crisis.,,,
Democratic,20230420-statement-assemblywoman-petrie-norris-hearing-fentanyl-bills.txt,3,Fentanyl traffickers are contributing to a public health crisis affecting children and communities.,,,
Democratic,20230424-gipson-bill-ab-360-ban-term-excited-delirium-passes-assembly-floor.txt,1,"The term 'excited delirium' is not a reliable, independent medical or psychiatric diagnosis.",,,
Democratic,20230424-gipson-bill-ab-360-ban-term-excited-delirium-passes-assembly-floor.txt,2,There are no diagnostic guidelines for 'excited delirium.',,,
Democratic,20230424-gipson-bill-ab-360-ban-term-excited-delirium-passes-assembly-floor.txt,3,"'Excited delirium' is not recognized in the DSM-5, which is the main diagnosis guide for mental health providers.",,,
Democratic,20230424-gipson-bill-ab-360-ban-term-excited-delirium-passes-assembly-floor.txt,4,Neither the American Medical Association nor the American Psychiatric Association recognizes 'excited delirium' as a legitimate diagnosis.,,,
Democratic,20230424-gipson-bill-ab-360-ban-term-excited-delirium-passes-assembly-floor.txt,5,The term 'excited delirium' has been disproportionately applied to communities of color.,,,
Democratic,20230424-gipson-bill-ab-360-ban-term-excited-delirium-passes-assembly-floor.txt,6,The term 'excited delirium' was first used in 1985 to explain a series of sudden deaths of 32 Black Women in police custody.,,,
Democratic,20230424-gipson-bill-ab-360-ban-term-excited-delirium-passes-assembly-floor.txt,7,'Excited delirium' is predominantly used to describe deaths that occur in police custody.,,,
Democratic,20230502-assemblymember-dr-corey-jackson-leads-first-hearing-select-committee.txt,1,California's mental health crisis has been exacerbated by the COVID-19 pandemic.,,,
Democratic,20230502-assemblymember-dr-corey-jackson-leads-first-hearing-select-committee.txt,2,Youth in California have been particularly impacted by the mental health crisis following COVID-19.,,,
Democratic,20230502-assemblymember-dr-corey-jackson-leads-first-hearing-select-committee.txt,3,"Losses from COVID-19 and disruptions in routines and relationships have led to increased social isolation, anxiety, and learning loss among California's youth.",,,
Democratic,20230502-assemblymember-dr-corey-jackson-leads-first-hearing-select-committee.txt,4,The current population's stabilization requires breaking down barriers to mental health support.,,,
Democratic,20230502-assemblymember-dr-corey-jackson-leads-first-hearing-select-committee.txt,5,Mental health should be responded to with the same urgency as physical harm.,,,
Democratic,20230502-assemblymember-dr-corey-jackson-leads-first-hearing-select-committee.txt,6,Reducing the stigma associated with mental health is essential for addressing the crisis.,,,
Democratic,20230518-assemblywoman-pilar-schiavo-and-los-angeles-county-delegation-vote-support.txt,1,"A 2022 study by the Los Angeles Economic Development Corporation found that for every dollar allocated for the tax credit, total economic activity in California will increase by $24.40.",,,
Democratic,20230518-assemblywoman-pilar-schiavo-and-los-angeles-county-delegation-vote-support.txt,2,"Since 2015, the California Film and Television Tax Credit Program has generated $22 billion in economic output.",,,
Democratic,20230518-assemblywoman-pilar-schiavo-and-los-angeles-county-delegation-vote-support.txt,3,The California Film and Television Tax Credit Program has generated $961 million in revenue from state and local taxes.,,,
Democratic,20230518-assemblywoman-pilar-schiavo-and-los-angeles-county-delegation-vote-support.txt,4,"The program has paid out $8.2 billion in qualified wages to 220,000 cast and crew members hired in California.",,,
Democratic,20230518-assemblywoman-pilar-schiavo-and-los-angeles-county-delegation-vote-support.txt,5,"The California Film and Television Tax Credit Program includes 1,465,000 background players.",,,
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,1,California will build a strong science-based monitoring program to better understand the impact of offshore wind energy development on ocean life and habitat.,,,
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,2,The Mobilehome Residency Law Protection Program extends the rights of vulnerable populations in California to seek justice.,,,
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,3,California community colleges can carry out student housing plans more efficiently by streamlining the approval process.,,,
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,4,The Biliteracy Advancement Act allows flexibility for English learners to demonstrate multi-lingual competency.,,,
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,5,Military communities in California can access federal dollars for infrastructure improvements around military bases.,,,
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,6,Barriers preventing minors who have experienced sexual abuse from seeking justice are being removed.,,,
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,7,"Ranchers and private landowners receive financial incentives to implement grazing practices that restore grassland, soil, and biodiversity.",,,
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,8,Funding eligibility for Residential Care Facilities is expanded to reduce borrowing costs and support affordable senior living communities.,,,
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,9,The CSU Tied-House Exemption Program widens sponsorship opportunities for small businesses and CSU campuses.,,,
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,10,CSU employees are enabled to take an academic term of paid parental/family leave.,,,
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,11,The Disability Equity and Accountability Act strengthens oversight of California regional centers to improve outcomes for individuals with developmental disabilities.,,,
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,12,The Ocean Life Recovery Act establishes a fund targeting ocean resilience and recovery of ecosystems like kelp forests and eelgrass meadows.,,,
Democratic,20230615-ramos-applauds-supreme-court-decision-upholding-native-american-rights.txt,1,"The Supreme Court upheld the 1978 Indian Child Welfare Act (ICWA), a first-ever reverse assimilation policy.",,,
Democratic,20230615-ramos-applauds-supreme-court-decision-upholding-native-american-rights.txt,2,"Approximately a third of Native children were removed from their parents, with upward of 85 percent placed in non-Native homes.",,,
Democratic,20230615-ramos-applauds-supreme-court-decision-upholding-native-american-rights.txt,3,The Supreme Court's ruling honors the spirit of cultural preservation for Native American children.,,,
Democratic,20230615-ramos-applauds-supreme-court-decision-upholding-native-american-rights.txt,4,The state of California has a long history of poor treatment towards Native Americans.,,,
Democratic,20230615-ramos-applauds-supreme-court-decision-upholding-native-american-rights.txt,5,California is home to the largest population of Native Americans in the United States.,,,
Democratic,20230711-city-chula-vista-gets-closer-its-dream-world-class-university.txt,1,The City of Chula Vista has received an exemption from the Surplus Lands Act for its University-Innovation District development project.,,,
Democratic,20230711-city-chula-vista-gets-closer-its-dream-world-class-university.txt,2,The development project covers approximately 383 acres.,,,
Democratic,20230711-city-chula-vista-gets-closer-its-dream-world-class-university.txt,3,Universities offer incredible economic opportunities for surrounding communities.,,,
Democratic,20230711-city-chula-vista-gets-closer-its-dream-world-class-university.txt,4,Higher education increases capacity and access to learning.,,,
Democratic,20230711-city-chula-vista-gets-closer-its-dream-world-class-university.txt,5,"Individuals with a bachelor's degree earn about $32,000 more annually than those with only a high school diploma.",,,
Democratic,20230711-city-chula-vista-gets-closer-its-dream-world-class-university.txt,6,"Chula Vista is the only city in California with a population greater than 200,000 that does not have a non-profit or state university within its city limits.",,,
Democratic,20230711-city-chula-vista-gets-closer-its-dream-world-class-university.txt,7,A university presence in South Bay would provide more equitable access to higher education.,,,
Democratic,20230712-state-california-delivers-80m-port-hueneme-paced-project.txt,1,The State of California has awarded $80 million to Port of Hueneme for their PACED Project.,,,
Democratic,20230712-state-california-delivers-80m-port-hueneme-paced-project.txt,2,The PACED Project generates social and economic equity while providing substantial revenue streams.,,,
Democratic,20230712-state-california-delivers-80m-port-hueneme-paced-project.txt,3,The funding will help transform the Port into a zero-emission hub.,,,
Democratic,20230712-state-california-delivers-80m-port-hueneme-paced-project.txt,4,The funding will create more job opportunities for local residents to support vital Port operations.,,,
Democratic,20230712-state-california-delivers-80m-port-hueneme-paced-project.txt,5,The investment will strengthen the supply chain and improve the efficient movement of goods.,,,
Democratic,20230712-state-california-delivers-80m-port-hueneme-paced-project.txt,6,The funding will help create good paying green jobs.,,,
Democratic,20230712-state-california-delivers-80m-port-hueneme-paced-project.txt,7,Residents will benefit from cleaner air as a result of the investment.,,,
Democratic,20230712-state-california-delivers-80m-port-hueneme-paced-project.txt,8,Workers will find better jobs due to the opportunities created by the funding.,,,
Democratic,20230714-statement-bill-ensure-traffic-safety-and-protect-e-bike-riders.txt,1,AB 530 will require an online written test and a state-issued photo identification for e-bike riders without a valid driver’s license.,,,
Democratic,20230714-statement-bill-ensure-traffic-safety-and-protect-e-bike-riders.txt,2,AB 530 will prohibit persons under 12 years old from riding e-bikes.,,,
Democratic,20230714-statement-bill-ensure-traffic-safety-and-protect-e-bike-riders.txt,3,AB 530 aims to establish an e-bike training program and license through a stakeholders working group.,,,
