press_release,claim_number,claim_text
20240226-assemblymember-bauer-kahan-introduces-21-ambitious-bills.txt,6,"AI has the potential for both progress and negative, biased results."
20240226-assemblymember-bauer-kahan-introduces-21-ambitious-bills.txt,7,Generative AI has the capability to exploit deceased person's intellectual property.
20240226-assemblymember-bauer-kahan-introduces-21-ambitious-bills.txt,8,AI is a complex concept requiring a standard definition in state law (AB 2885).
20240226-assemblymember-bauer-kahan-introduces-21-ambitious-bills.txt,9,Data-trained models exist and are sold in California (AB 3204).
20240226-assemblymember-bauer-kahan-introduces-21-ambitious-bills.txt,10,AI tools need to be tracked and understood.
20240313-democracy-leaders-introduce-solutions-curb-emerging-digital-threats.txt,1,"AI, deepfakes, and disinformation pose dangers to our democracy."
20240313-democracy-leaders-introduce-solutions-curb-emerging-digital-threats.txt,2,Disinformation is turbocharged by generative AI and deepfakes.
20240313-democracy-leaders-introduce-solutions-curb-emerging-digital-threats.txt,3,Election-related deceptive deepfakes are meant to prevent voters from voting or to deceive them based on fraudulent content.
20240313-democracy-leaders-introduce-solutions-curb-emerging-digital-threats.txt,4,Deepfakes are a powerful and dangerous tool in the arsenal of those that want to wage disinformation campaigns.
20240313-democracy-leaders-introduce-solutions-curb-emerging-digital-threats.txt,5,Deepfakes have the potential to wreak havoc on our democracy by attributing speech and conduct to a person that is false or that never happened.
20240313-democracy-leaders-introduce-solutions-curb-emerging-digital-threats.txt,6,Advances in AI make it easy for practically anyone to generate this deceptive content.
20240313-democracy-leaders-introduce-solutions-curb-emerging-digital-threats.txt,7,AI and disinformation are an existential threat to our democracy.
20240313-democracy-leaders-introduce-solutions-curb-emerging-digital-threats.txt,8,Bad actors and foreign bots now have the ability to create fake videos and images and spread lies to millions at the touch of a button.
20240313-democracy-leaders-introduce-solutions-curb-emerging-digital-threats.txt,9,Widespread access to generative AI is making disinformation damage so much more sophisticated and easier to disseminate.
20240313-democracy-leaders-introduce-solutions-curb-emerging-digital-threats.txt,10,AI-generated deepfakes are becoming a routine part of our information ecosystems.
20240409-bermans-public-safety-package-advances.txt,1,There is a new frontier of crimes driven by the malicious use of advanced technology.
20240409-bermans-public-safety-package-advances.txt,2,Artificial intelligence (AI) technologies can produce disturbing and harmful content resembling actual children.
20240409-bermans-public-safety-package-advances.txt,3,AI is used to create child sexual abuse material (CSAM) that is virtually indistinguishable from a real child.
20240409-bermans-public-safety-package-advances.txt,4,AI-generated sexual exploitation causes profound harm.
20240409-bermans-public-safety-package-advances.txt,5,Laws need to be changed to keep up with quickly changing technology.
20240425-assemblymember-bauer-kahan-authors-bill-protect-childrens-data-ai.txt,1,Businesses use personal data of children 16 and under to train artificial intelligence (AI) tools.
20240425-assemblymember-bauer-kahan-authors-bill-protect-childrens-data-ai.txt,2,Children under 16 do not have the ability to understand the consent they are providing and the impact of their data use.
20240425-assemblymember-bauer-kahan-authors-bill-protect-childrens-data-ai.txt,3,AI development can exploit children's sensitive information.
20240425-assemblymember-bauer-kahan-authors-bill-protect-childrens-data-ai.txt,4,The promises and perils of AI are becoming increasingly clear.
20240425-assemblymember-bauer-kahan-authors-bill-protect-childrens-data-ai.txt,5,The use of a minor's personal data in AI presents an especially urgent set of risks.
20240521-assembly-passes-assemblymember-bauer-kahans-groundbreaking-bill-eliminate.txt,1,AI tools make consequential decisions.
20240521-assembly-passes-assemblymember-bauer-kahans-groundbreaking-bill-eliminate.txt,2,"AI decisions are already determining whether people can buy a home, or what medical care they get."
20240521-assembly-passes-assemblymember-bauer-kahans-groundbreaking-bill-eliminate.txt,3,"Bias is embedded in algorithms, and there is no check or accountability for it (unlike human decisions)."
20240521-assembly-passes-assemblymember-bauer-kahans-groundbreaking-bill-eliminate.txt,4,AI can produce biased results.
20240521-assembly-passes-assemblymember-bauer-kahans-groundbreaking-bill-eliminate.txt,5,Impact assessments for Automated Decision Tools (ADTs) must include the makeup of the data and the rigor of the statistical analysis.
20240521-assembly-passes-assemblymember-bauer-kahans-groundbreaking-bill-eliminate.txt,6,"ADTs have potential adverse impact on protected classifications like race, color, ethnicity, sex, religion, age, national origin."
20240521-assembly-passes-assemblymember-bauer-kahans-groundbreaking-bill-eliminate.txt,7,Automated decision tools (ADTs) are used to assess eligibility for benefits or penalties.
20240521-assembly-passes-assemblymember-bauer-kahans-groundbreaking-bill-eliminate.txt,8,"The usage of ADTs has expanded from credit decisions to employment screening, insurance eligibility, and health care decisions."
20240521-assembly-passes-assemblymember-bauer-kahans-groundbreaking-bill-eliminate.txt,9,"ADTs have been found to exhibit biases, resulting in discriminatory impacts and harm to marginalized communities."
20240521-assembly-passes-assemblymember-bauer-kahans-groundbreaking-bill-eliminate.txt,10,A study published in Science showed that a clinical algorithm used across hospitals for determining patient care was racially biased against Black patients.
20240521-assemblymember-bauer-kahans-bill-protect-childrens-data-ai-passes-floor.txt,1,Businesses use personal data of children 16 and under to train artificial intelligence (AI) tools.
20240521-assemblymember-bauer-kahans-bill-protect-childrens-data-ai-passes-floor.txt,2,Children's highly sensitive information is used in AI development.
20240521-assemblymember-bauer-kahans-bill-protect-childrens-data-ai-passes-floor.txt,3,The promises and perils of AI are becoming increasingly clear.
20240521-assemblymember-bauer-kahans-bill-protect-childrens-data-ai-passes-floor.txt,4,The use of a minor's personal data in AI presents an especially urgent set of risks.
20240522-majority-leader-aguiar-curry-bill-protect-traveling-public-trucking-jobs.txt,1,"Autonomous vehicles (AVs) over 10,000 pounds may fail to operate properly on public roads, requiring a human safety operator during initial testing and deployment."
20240522-majority-leader-aguiar-curry-bill-protect-traveling-public-trucking-jobs.txt,2,AV technology mistakes can lead to public safety costs.
20240522-majority-leader-aguiar-curry-bill-protect-traveling-public-trucking-jobs.txt,3,Autonomous trucks on California roads without a driver behind the wheel are dangerous.
20240522-majority-leader-aguiar-curry-bill-protect-traveling-public-trucking-jobs.txt,4,Automation in the trucking industry can lead to the loss of tens of thousands of good jobs.
20240522-majority-leader-aguiar-curry-bill-protect-traveling-public-trucking-jobs.txt,5,Dangerous autonomous vehicles have caused widespread safety incidents.
20240522-majority-leader-aguiar-curry-bill-protect-traveling-public-trucking-jobs.txt,6,Driverless big rigs are wreaking havoc on the livelihoods and safety of Californians.
20240522-majority-leader-aguiar-curry-bill-protect-traveling-public-trucking-jobs.txt,7,Hundreds of thousands of trucking jobs will be lost due to automation in California if allowed.
20240522-majority-leader-aguiar-curry-bill-protect-traveling-public-trucking-jobs.txt,8,Driverless trucks/buses are dangerous and do not belong on California roads or highways without a human safety operator on board.
20240522-majority-leader-aguiar-curry-bill-protect-traveling-public-trucking-jobs.txt,9,The risks of autonomous passenger vehicles are well-documented.
20240522-majority-leader-aguiar-curry-bill-protect-traveling-public-trucking-jobs.txt,10,The risks of heavy-duty autonomous vehicles would be even worse than those of passenger autonomous vehicles.
20240523-bill-protect-children-ai-enabled-sexual-exploitation-passes-assembly.txt,1,Artificial intelligence (AI) technologies can create disturbing and harmful content resembling actual children.
20240523-bill-protect-children-ai-enabled-sexual-exploitation-passes-assembly.txt,2,AI can generate pictures and videos of children being sexually abused.
20240523-bill-protect-children-ai-enabled-sexual-exploitation-passes-assembly.txt,3,Real children's photos can be scraped from the internet and turned into AI-generated sexually explicit content that can be virtually indistinguishable from real children.
20240523-bill-protect-children-ai-enabled-sexual-exploitation-passes-assembly.txt,4,The profound harm caused by AI-generated sexual exploitation.
20240523-bill-protect-children-ai-enabled-sexual-exploitation-passes-assembly.txt,5,AI is rapidly advancing.
20240523-bill-protect-children-ai-enabled-sexual-exploitation-passes-assembly.txt,6,Laws need to be changed to keep up with quickly changing technology.
20240523-bill-protect-children-ai-enabled-sexual-exploitation-passes-assembly.txt,7,Online child exploitation is exacerbated by the rise of AI.
20240523-bill-protect-children-ai-enabled-sexual-exploitation-passes-assembly.txt,8,AI is a powerful new technology with negative impacts.
20240529-assembly-approves-bill-shield-elections-deceptive-online-deepfakes.txt,1,"Deceptive and digitally altered or created images, audio, or video recordings can be used to give the false impression that a candidate or elected official did or said something they did not."
20240529-assembly-approves-bill-shield-elections-deceptive-online-deepfakes.txt,2,Disinformation is turbocharged by generative AI and deepfakes.
20240529-assembly-approves-bill-shield-elections-deceptive-online-deepfakes.txt,3,"We have entered the age of AI-generated disinformation, which poses a severe risk to elections and democracy."
20240529-assembly-approves-bill-shield-elections-deceptive-online-deepfakes.txt,4,Deepfakes are a powerful and dangerous tool for disinformation campaigns.
20240529-assembly-approves-bill-shield-elections-deceptive-online-deepfakes.txt,5,Deepfakes have the potential to wreak havoc on our democracy by falsely attributing speech and conduct.
20240529-assembly-approves-bill-shield-elections-deceptive-online-deepfakes.txt,6,Advances in AI make it easy for practically anyone to generate this deceptive content (deepfakes).
20240529-assembly-approves-bill-shield-elections-deceptive-online-deepfakes.txt,7,AI-powered disinformation is a dire threat to our democracy.
20240529-assembly-approves-bill-shield-elections-deceptive-online-deepfakes.txt,8,AI-generated deepfakes are becoming a routine part of our information ecosystems.
20240529-assembly-approves-bill-shield-elections-deceptive-online-deepfakes.txt,9,"Deepfakes have destabilized national elections in Argentina, Slovakia, Taiwan, Bangladesh, and the US presidential primary."
20240529-assembly-approves-bill-shield-elections-deceptive-online-deepfakes.txt,10,"Many technology and social media platforms are decreasing their investments in trust and safety teams, leaving voters unable to trust images, audio, and video."
20240821-assemblymember-wicks-secures-agreement-state-major-tech-companies-support.txt,1,A National AI Accelerator will be launched to explore AI use.
20240821-assemblymember-wicks-secures-agreement-state-major-tech-companies-support.txt,2,Technology and innovation advance.
20240821-assemblymember-wicks-secures-agreement-state-major-tech-companies-support.txt,3,AI has the potential to tackle some of the most complex challenges facing society.
20240821-assemblymember-wicks-secures-agreement-state-major-tech-companies-support.txt,4,AI can strengthen the workforce.
20240821-assemblymember-wicks-secures-agreement-state-major-tech-companies-support.txt,5,The AI accelerator will empower organizations with new technology.
20240821-assemblymember-wicks-secures-agreement-state-major-tech-companies-support.txt,6,AI can create new tools to help journalists access and analyze public information.
20240821-assemblymember-wicks-secures-agreement-state-major-tech-companies-support.txt,7,A collaborative framework can accelerate AI innovation.
20240821-assemblymember-wicks-secures-agreement-state-major-tech-companies-support.txt,8,"AI policy is a complex, specialized field needing expertise, leading to the development of a national center of excellence."
20240821-assemblymember-wicks-secures-agreement-state-major-tech-companies-support.txt,9,AI can be utilized in support of local journalism.
20240821-assemblymember-wicks-secures-agreement-state-major-tech-companies-support.txt,10,"AI can improve workflows for newsrooms and journalists, better connect users to quality content, and help news organizations shape the future of this emerging technology."
20240828-bill-shield-elections-deceptive-online-deepfakes-passes-legislature.txt,1,"Deceptive and digitally altered or created images, audio, or video recordings can be used to give the false impression that a candidate or elected official did or said something they did not."
20240828-bill-shield-elections-deceptive-online-deepfakes-passes-legislature.txt,2,Disinformation is turbocharged by generative AI and deepfakes.
20240828-bill-shield-elections-deceptive-online-deepfakes-passes-legislature.txt,3,"We have entered the age of AI-generated disinformation, which poses a severe risk to elections and democracy."
20240828-bill-shield-elections-deceptive-online-deepfakes-passes-legislature.txt,4,Deepfakes are a powerful and dangerous tool in the arsenal of those who want to wage disinformation campaigns.
20240828-bill-shield-elections-deceptive-online-deepfakes-passes-legislature.txt,5,Deepfakes have the potential to wreak havoc on our democracy by falsely attributing speech and conduct.
20240828-bill-shield-elections-deceptive-online-deepfakes-passes-legislature.txt,6,Advances in AI make it too easy for practically anyone to generate this hyper-realistic content (deepfakes).
20240828-bill-shield-elections-deceptive-online-deepfakes-passes-legislature.txt,7,AI-generated deepfakes are becoming a routine part of our information ecosystems.
20240828-bill-shield-elections-deceptive-online-deepfakes-passes-legislature.txt,8,"Deepfakes have destabilized national elections in Argentina, Slovakia, Taiwan, Bangladesh, and the US presidential primary."
20240828-bill-shield-elections-deceptive-online-deepfakes-passes-legislature.txt,9,"Technology and social media platforms are decreasing their investments in trust and safety teams, leaving voters to pick up the pieces and not know what images, audio, and video they can trust."
20240831-legislature-approves-bill-protect-children-ai-enabled-sexual-exploitation.txt,1,Artificial intelligence (AI) technologies create disturbing and harmful content resembling actual children.
20240831-legislature-approves-bill-protect-children-ai-enabled-sexual-exploitation.txt,2,AI can generate pictures and videos of children being sexually abused.
20240831-legislature-approves-bill-protect-children-ai-enabled-sexual-exploitation.txt,3,Real children's photos can be scraped from the internet and turned into AI-generated sexually explicit content that can be virtually indistinguishable from real children.
20240831-legislature-approves-bill-protect-children-ai-enabled-sexual-exploitation.txt,4,AI-generated sexual exploitation causes lasting harm.
20240831-legislature-approves-bill-protect-children-ai-enabled-sexual-exploitation.txt,5,"Unregulated AI has the potential to exploit many, especially children."
20240831-legislature-approves-bill-protect-children-ai-enabled-sexual-exploitation.txt,6,Laws need to be changed to keep up with quickly changing technology.
20240831-legislature-approves-bill-protect-children-ai-enabled-sexual-exploitation.txt,7,Online child exploitation is exacerbated by the rise of AI.
20240831-legislature-approves-bill-protect-children-ai-enabled-sexual-exploitation.txt,8,AI is a powerful new technology with negative impacts.
20240916-governor-newsom-signs-ab-1836-protect-deceased-performers-ai-exploitation.txt,1,Generative AI has the capability to exploit deceased performers.
20240916-governor-newsom-signs-ab-1836-protect-deceased-performers-ai-exploitation.txt,2,Generative AI can perform unauthorized replication of deceased performers' likenesses.
20240916-governor-newsom-signs-ab-1836-protect-deceased-performers-ai-exploitation.txt,3,It is now possible to create new performances of artists even after their death using AI.
20240916-governor-newsom-signs-ab-1836-protect-deceased-performers-ai-exploitation.txt,4,"Generative AI tools can digitally recreate new performances of deceased artists for movies, television shows, and other entertainment purposes."
20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,1,Digital replicas of performers can be created through artificial intelligence (AI) technology.
20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,2,"A digital replica is a computer-generated, highly realistic electronic representation that is identifiable as the voice or visual likeness of an individual."
20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,3,"Digital replicas can be embodied in works where the individual did not perform or appeared, or where the fundamental character of the performance has been materially altered."
20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,4,AI's capability to use voice and likeness without consent makes non-union performers and voice actors vulnerable.
20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,5,AI creates new opportunities in the entertainment industry.
20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,6,Performers are at risk of being exploited or coerced into relinquishing rights to their digital selves due to AI.
20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,7,"Technological innovation, specifically AI, will change human life in myriad ways."
20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,8,AI has the capability to replicate people.
20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,9,AI in the workplace can lead to exploitation and requires worker input.
20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,10,AI technologies are ever-changing.
20240917-governor-newsom-signs-historic-legislation-shield-elections-deceptive.txt,1,Deceptive deepfakes exist and are used in the run up to an election.
20240917-governor-newsom-signs-historic-legislation-shield-elections-deceptive.txt,2,"Digitally altered or created images, audio, or video recordings can falsely give the impression that a candidate or official said or did something they did not."
20240917-governor-newsom-signs-historic-legislation-shield-elections-deceptive.txt,3,AI-generated disinformation is a growing threat to elections and our democracy.
20240917-governor-newsom-signs-historic-legislation-shield-elections-deceptive.txt,4,AI-generated disinformation poses a clear and present risk to our elections and our democracy.
20240917-governor-newsom-signs-historic-legislation-shield-elections-deceptive.txt,5,Deepfakes are a powerful and dangerous tool in the arsenal of those who want to wage disinformation campaigns.
20240917-governor-newsom-signs-historic-legislation-shield-elections-deceptive.txt,6,"AI can create hyper-realistic fake videos, such as a candidate accepting a bribe or saying they hacked voting machines."
20240917-governor-newsom-signs-historic-legislation-shield-elections-deceptive.txt,7,Advances in AI make it remarkably easy for practically anyone to generate hyper-realistic deceptive content.
20240917-governor-newsom-signs-historic-legislation-shield-elections-deceptive.txt,8,AI-powered disinformation is a significant issue.
20240917-governor-newsom-signs-historic-legislation-shield-elections-deceptive.txt,9,AI-generated deepfakes are becoming a routine part of our information ecosystems.
20240917-governor-newsom-signs-historic-legislation-shield-elections-deceptive.txt,10,"Deepfakes have destabilized national elections in Argentina, Slovakia, Taiwan, Bangladesh, and the US presidential primary."
20240929-california-criminalizes-ai-enabled-child-sexual-abuse.txt,1,Artificial intelligence-generated Child Sexual Abuse Material (CSAM) exists.
20240929-california-criminalizes-ai-enabled-child-sexual-abuse.txt,2,AI technologies create disturbing and harmful content resembling actual children.
20240929-california-criminalizes-ai-enabled-child-sexual-abuse.txt,3,The dangers posed by AI are rapidly accelerating.
20240929-california-criminalizes-ai-enabled-child-sexual-abuse.txt,4,"AI used to create CSAM is trained from thousands of images of real children being abused, revictimizing those children."
20240929-california-criminalizes-ai-enabled-child-sexual-abuse.txt,5,AI can generate sexually explicit content that can be virtually indistinguishable from real children.
20240929-california-criminalizes-ai-enabled-child-sexual-abuse.txt,6,AI literacy content can be integrated into K-12 curriculum.
20240929-california-criminalizes-ai-enabled-child-sexual-abuse.txt,7,"Deceptive deepfakes, generated by AI, are used to deceive or disenfranchise voters based on fraudulent content."
20240929-california-criminalizes-ai-enabled-child-sexual-abuse.txt,8,"Unregulated AI has the potential to exploit many, especially children."
20240929-california-criminalizes-ai-enabled-child-sexual-abuse.txt,9,Generative artificial intelligence (GAI) platforms have emerged over the past year and can create CSAM and facilitate child sexual exploitation.
20240929-california-criminalizes-ai-enabled-child-sexual-abuse.txt,10,"GAI CSAM is a new technology challenging efforts to keep children safe and to detect, identify, remove, investigate, and prosecute online CSAM."
20241003-california-teach-ai-literacy-every-grade.txt,1,Artificial Intelligence (AI) literacy can be integrated into the core curriculum for all K-12 students.
20241003-california-teach-ai-literacy-every-grade.txt,2,"AI has the potential to positively impact the way we live, but only if we know how to use it, and use it responsibly."
20241003-california-teach-ai-literacy-every-grade.txt,3,The world and job market are transformed by fast-moving AI technology.
20241003-california-teach-ai-literacy-every-grade.txt,4,"All students need to understand basic AI principles and applications, and have the skills to recognize when AI is employed."
20241003-california-teach-ai-literacy-every-grade.txt,5,"Students need to be aware of AI's implications, limitations, and ethical considerations."
20241003-california-teach-ai-literacy-every-grade.txt,6,AI offers tremendous promise.
20241003-california-teach-ai-literacy-every-grade.txt,7,"AI literacy is a basic skill, comparable to reading, writing, and arithmetic, necessary for success in the modern world."
20241003-california-teach-ai-literacy-every-grade.txt,8,"AI literacy is defined as the knowledge, skills, and attitudes associated with how artificial intelligence works, including its principles, concepts, applications, limitations, implications, and ethical considerations."
20241003-california-teach-ai-literacy-every-grade.txt,9,Studies have shown that early exposure to technology concepts can significantly influence students' career paths and preparedness for the future.
20241003-california-teach-ai-literacy-every-grade.txt,10,The demand for AI-related professional skills is increasing across virtually every American industrial sector.
20241009-assemblymember-bauer-kahan-celebrates-productive-legislative-session.txt,1,AI regulations are being advanced.
20241009-assemblymember-bauer-kahan-celebrates-productive-legislative-session.txt,2,"AI has implications for consumer privacy, necessitating expanded protections under the CCPA."
20241009-assemblymember-bauer-kahan-celebrates-productive-legislative-session.txt,3,Artificial intelligence (AI) has the capability to exploit images of artists and performers posthumously.
20241009-assemblymember-bauer-kahan-celebrates-productive-legislative-session.txt,4,A legal definition for artificial intelligence is necessary in California statutes.
20241226-new-year-new-laws.txt,1,AI-driven child sexual exploitation poses a new frontier of threats.
20241226-new-year-new-laws.txt,2,AI-generated elections deepfakes pose threats.
20241226-new-year-new-laws.txt,3,"AI-generated pictures and videos of children being sexually abused are disturbing, harmful, and virtually indistinguishable from actual children."
20241226-new-year-new-laws.txt,4,AI-generated content can be virtually indistinguishable from actual children.
20241226-new-year-new-laws.txt,5,Malicious deepfake audio or visual media can falsely portray the actions or words of a candidate or elected official in the lead up to an election.
20250110-assemblymember-bauer-kahan-introduces-bill-increase-transparency-ai.txt,1,Artificial intelligence (AI) development comes with a growing energy demand.
20250110-assemblymember-bauer-kahan-introduces-bill-increase-transparency-ai.txt,2,"Large, energy-intensive AI models consume significant energy during their development process."
20250110-assemblymember-bauer-kahan-introduces-bill-increase-transparency-ai.txt,3,Cutting-edge AI technologies have an associated energy footprint.
20250110-assemblymember-bauer-kahan-introduces-bill-increase-transparency-ai.txt,4,Data centers are among the most energy-intensive sectors in the state.
20250110-assemblymember-bauer-kahan-introduces-bill-increase-transparency-ai.txt,5,The California Energy Commission can monitor energy trends and evaluate the impact of data centers on California's electrical grid.
20250110-assemblymember-bauer-kahan-introduces-bill-increase-transparency-ai.txt,6,The Commission can craft policies to ensure sustainable operations in energy-intensive sectors like data centers.
20250110-assemblymember-bauer-kahan-introduces-bill-increase-transparency-ai.txt,7,Artificial intelligence comes with an enormous energy footprint.
20250130-assembly-majority-leader-aguiar-curry-supports-outlawing-ai-price-fixing.txt,1,Price-fixing algorithms undermine competition.
20250130-assembly-majority-leader-aguiar-curry-supports-outlawing-ai-price-fixing.txt,2,Price-fixing algorithms raise prices for essential goods.
20250130-assembly-majority-leader-aguiar-curry-supports-outlawing-ai-price-fixing.txt,3,Price-fixing algorithms restrict the supply of essential goods.
20250130-assembly-majority-leader-aguiar-curry-supports-outlawing-ai-price-fixing.txt,4,"Pricing algorithms can facilitate an agreement not to compete on price, supply, or other commercial terms."
20250130-assembly-majority-leader-aguiar-curry-supports-outlawing-ai-price-fixing.txt,5,Price-fixing software contributed to rising rents during California's housing crisis.
20250130-assembly-majority-leader-aguiar-curry-supports-outlawing-ai-price-fixing.txt,6,Price-fixing software restricted housing availability during California's housing crisis.
20250130-assembly-majority-leader-aguiar-curry-supports-outlawing-ai-price-fixing.txt,7,"Corporations (e.g., grocery stores and Wall Street landlords) are using AI to squeeze money out of everyday people."
20250130-assembly-majority-leader-aguiar-curry-supports-outlawing-ai-price-fixing.txt,8,Tech is enabling unfair pricing practices that inflate costs and hurt working families.
20250130-assembly-majority-leader-aguiar-curry-supports-outlawing-ai-price-fixing.txt,9,Algorithmic price fixing causes costs to skyrocket.
20250130-assembly-majority-leader-aguiar-curry-supports-outlawing-ai-price-fixing.txt,10,"Price-fixing algorithms have enabled widespread, illegal cartels across the economy and have flourished under a loophole in existing law."
20250204-assemblymember-bauer-kahan-introduces-ai-copyright-transparency-act.txt,1,The AI industry continues to develop and expand.
20250204-assemblymember-bauer-kahan-introduces-ai-copyright-transparency-act.txt,2,Generative AI (GenAI) developers often use copyrighted materials to train new GenAI models without crediting or compensating the owners of those materials.
20250204-assemblymember-bauer-kahan-introduces-ai-copyright-transparency-act.txt,3,Copyright owners currently have no way of knowing whether a particular material has been used to train a given GenAI model.
20250204-assemblymember-bauer-kahan-introduces-ai-copyright-transparency-act.txt,4,GenAI systems and models can be trained using copyrighted materials.
20250204-assemblymember-bauer-kahan-introduces-ai-copyright-transparency-act.txt,5,Voice actors stand to lose their livelihood due to the advancement of GenAI.
20250204-assemblymember-bauer-kahan-introduces-ai-copyright-transparency-act.txt,6,The lack of legislation around new technological systems (GenAI) has negatively and tangibly impacted all entertainers.
20250204-assemblymember-bauer-kahan-introduces-ai-copyright-transparency-act.txt,7,"Thousands of illustrators have found the entirety of their works, both personal and professional, used to train Generative Artificial Intelligence (GenAI) datasets without anyone having acquired consent, or having offered them any kind of credit or compensation."
20250204-assemblymember-bauer-kahan-introduces-ai-copyright-transparency-act.txt,8,Vast quantities of data are routinely and indiscriminately scraped from across the internet to train these GenAI systems and models.
20250204-assemblymember-bauer-kahan-introduces-ai-copyright-transparency-act.txt,9,"Because there is no way for creators to verify if their works have been used, it's logical for them to assume their copyrighted materials are contained within GenAI systems."
20250206-broad-coalition-unites-address-algorithmic-discrimination-california.txt,1,"Automated decisionmaking systems (ADS) increasingly influence decisions in housing, employment, and lending."
20250206-broad-coalition-unites-address-algorithmic-discrimination-california.txt,2,Algorithmic bias has real-world consequences across industries.
20250206-broad-coalition-unites-address-algorithmic-discrimination-california.txt,3,An estimated 99% of Fortune 500 companies use automated systems in hiring.
20250206-broad-coalition-unites-address-algorithmic-discrimination-california.txt,4,Automated hiring technologies can reinforce discrimination.
20250206-broad-coalition-unites-address-algorithmic-discrimination-california.txt,5,A clinical algorithm used across hospitals to determine patient care exhibited racial bias.
20250206-broad-coalition-unites-address-algorithmic-discrimination-california.txt,6,"This algorithm relied on healthcare spending as a proxy for health needs, falsely concluding that Black patients were healthier than equally sick white patients."
20250206-broad-coalition-unites-address-algorithmic-discrimination-california.txt,7,"This bias stemmed from Black patients disproportionately facing poverty and spending less on healthcare, leading to systemic disparities in treatment."
20250206-broad-coalition-unites-address-algorithmic-discrimination-california.txt,8,An algorithm designed to determine the number of in-home care hours for Arkansas residents with disabilities made drastic cuts to essential aid.
20250206-broad-coalition-unites-address-algorithmic-discrimination-california.txt,9,"Errors in the algorithm—specifically, how it assessed the medical needs of people with certain disabilities—were directly responsible for inappropriate cuts."
20250206-broad-coalition-unites-address-algorithmic-discrimination-california.txt,10,Algorithms can create invisible barriers that shut people out of opportunities.
20250210-assemblymember-mia-bonta-introduces-legislation-prevent-ai-systems.txt,1,AI systems can misrepresent themselves as health professionals.
20250210-assemblymember-mia-bonta-introduces-legislation-prevent-ai-systems.txt,2,Generative AI systems are not licensed health professionals.
20250210-assemblymember-mia-bonta-introduces-legislation-prevent-ai-systems.txt,3,Generative AI systems are booming across the internet.
20250210-assemblymember-mia-bonta-introduces-legislation-prevent-ai-systems.txt,4,Allowing AI misrepresentation can have dangerous implications for children and those unfamiliar with these systems.
20250210-assemblymember-mia-bonta-introduces-legislation-prevent-ai-systems.txt,5,Individuals have developed unhealthy relationships with AI chatbots.
20250210-assemblymember-mia-bonta-introduces-legislation-prevent-ai-systems.txt,6,AI chatbots have been found to pose as licensed practitioners.
20250210-assemblymember-mia-bonta-introduces-legislation-prevent-ai-systems.txt,7,Some companies are pushing staff to use Generative AI to respond to patients.
20250210-assemblymember-mia-bonta-introduces-legislation-prevent-ai-systems.txt,8,"Other companies are developing for-hire ""AI nurses""."
20250210-assemblymember-mia-bonta-introduces-legislation-prevent-ai-systems.txt,9,Systems that seem human-like pose unique risks to children and individuals with low health or digital literacy.
20250210-assemblymember-mia-bonta-introduces-legislation-prevent-ai-systems.txt,10,"Children readily adopt AI, often without their parents' knowledge."
20250214-asm-liz-ortega-introduces-bill-requiring-public-reports-health-insurance.txt,1,Over 50% of healthcare providers are now using AI-driven claims management software.
20250218-assemblymember-bauer-kahan-introduces-ab-578-strengthen-consumer.txt,1,Many food delivery platforms rely on automated responses and chatbots instead of real human support for customer service.
20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,1,"AI is becoming an increasingly integral part of education, entertainment, and social interactions."
20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,2,"AI-powered learning tools, social media algorithms, and interactive chatbots are being widely used by children—often without proper oversight."
20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,3,Reports have surfaced of AI chatbots engaging in inappropriate or harmful conversations with minors.
20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,4,AI chatbots have encouraged disordered eating or even self-harm.
20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,5,AI has incredible potential to enhance education and support children's development.
20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,6,"Tech companies have prioritized rapid development over safety, leaving children exposed to untested and potentially dangerous AI applications."
20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,7,Emotionally manipulative AI chatbots are considered harmful AI applications for children.
20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,8,Emotion detection systems are considered harmful AI applications for children.
