party,press_release,claim_number,ref_uid,stance_claude_judge,stance_nli_deberta,stance_nli_bart,consensus,unanimous,claim_text,ref_title
dem,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,4,10.1186/s12912-025-03011-1,abstain,silent,silent,silent,1,Expanding access to nursing training programs is necessary to tackle the workforce challenge in California.,Pathways to nurse development and retention: development of an academic/community-engaged partnership
dem,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,4,10.1186/s12913-025-12228-4,abstain,silent,silent,silent,1,Expanding access to nursing training programs is necessary to tackle the workforce challenge in California.,Nurse workforce change and metropolitan medically underserved areas in the United States
dem,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,4,10.1186/s12960-025-01028-w,abstain,silent,silent,silent,1,Expanding access to nursing training programs is necessary to tackle the workforce challenge in California.,Causes and effects of hospital nursing shortages to consider potential feedback effects: an umbrella review
dem,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,4,10.1186/s12960-024-00960-7,abstain,silent,silent,silent,1,Expanding access to nursing training programs is necessary to tackle the workforce challenge in California.,Factors affecting nurses retention during the COVID‐19 pandemic: a systematic review
dem,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,12,10.1001/jama.2020.8760,support,silent,silent,silent,0,Timely payments to small and rural hospitals are essential for their financial stability.,The Financial Impact of Timely Reimbursement on Rural Hospitals
dem,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,12,null,support,support,support,support,1,Timely payments to small and rural hospitals are essential for their financial stability.,Impact of Delayed Payments on Rural Healthcare Facilities
dem,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,14,10.1007/s11606-018-4480-2,abstain,support,support,support,1,Small and rural hospitals rely on timely payments to operate efficiently and reduce financial vulnerability.,The Relationship Between Reimbursement Methodology and Financial Vulnerability for Rural Hospitals
dem,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,14,10.1377/hblog20191125.458213,abstain,support,silent,support,0,Small and rural hospitals rely on timely payments to operate efficiently and reduce financial vulnerability.,Understanding the Financial Vulnerability of Rural Hospitals: What do we Know?
dem,20240418-state-assembly-fentanyl-committee-calls-emergency-efforts-increase-access-0.txt,9,California Department of Health Care Services 2025 SNAP Report,abstain,silent,silent,silent,1,"California alone had over 7,300 deaths from opioid overdoses in 2023.",State Fiscal Year 2025 Statewide Needs Assessment and Planning Report
dem,20240418-state-assembly-fentanyl-committee-calls-emergency-efforts-increase-access-0.txt,9,California Department of Public Health Data & Information,abstain,support,support,support,1,"California alone had over 7,300 deaths from opioid overdoses in 2023.",Data & Information on Opioid Overdoses in California
dem,20240418-state-assembly-fentanyl-committee-calls-emergency-efforts-increase-access-0.txt,9,California Health Policy Strategies Policy Brief,abstain,silent,silent,silent,1,"California alone had over 7,300 deaths from opioid overdoses in 2023.",Fatal Overdoses in California: 2018-2023
dem,20240430-assemblywoman-schiavo-introduces-click-cancel-bill-protect-consumers.txt,3,cnbc-2022-06-02-consumers-spend-133-more-monthly-on-subscriptions-than-they-realize,abstain,support,support,support,1,Continuing to pay for unused subscriptions costs consumers approximately $133 more each month.,Consumers spend $133 more monthly on subscriptions than they realize
dem,20240430-assemblywoman-schiavo-introduces-click-cancel-bill-protect-consumers.txt,3,cnbc-2022-09-06-consumers-underestimate-monthly-subscription-costs-by-at-least-100,abstain,silent,silent,silent,1,Continuing to pay for unused subscriptions costs consumers approximately $133 more each month.,Consumers underestimate monthly subscription costs by at least $100
dem,20240430-assemblywoman-schiavo-introduces-click-cancel-bill-protect-consumers.txt,3,self-financial-2025-06-13-cost-of-unused-subscriptions,refute,refute,silent,refute,0,Continuing to pay for unused subscriptions costs consumers approximately $133 more each month.,Cost of Unused Subscriptions
dem,20240628-starting-monday-it-will-be-illegal-landlords-charge-more-one-months-rent.txt,7,turn0search0,support,support,support,support,1,Capping high security deposits advances a measure of equity for immigrants and people of color in California.,Haney’s Bill to Ban Expensive Security Deposits Signed by Governor
dem,20240628-starting-monday-it-will-be-illegal-landlords-charge-more-one-months-rent.txt,7,turn0search1,abstain,support,support,support,1,Capping high security deposits advances a measure of equity for immigrants and people of color in California.,Starting Monday it will be illegal for Landlords to charge more than one month’s rent for a security deposit
dem,20240628-starting-monday-it-will-be-illegal-landlords-charge-more-one-months-rent.txt,7,turn0search6,abstain,silent,silent,silent,1,Capping high security deposits advances a measure of equity for immigrants and people of color in California.,BIPOC Renters Face Too Many Barriers to Housing in California
dem,20241202-assemblymember-mia-bonta-introduces-bills-support-reproductive-maternal.txt,1,10.1056/NEJMoa1708948,abstain,silent,silent,silent,1,"Abortion is healthcare, including emergency care.",Abortion and Women's Health
dem,20241202-assemblymember-mia-bonta-introduces-bills-support-reproductive-maternal.txt,1,10.2105/AJPH.2020.305952,abstain,support,support,support,1,"Abortion is healthcare, including emergency care.",Policy Implications of Abortion Prevention
dem,20241202-assemblymember-mia-bonta-introduces-bills-support-reproductive-maternal.txt,1,10.1177/1073110515823810,abstain,support,silent,support,0,"Abortion is healthcare, including emergency care.",Emergency Care and Abortion Services in the United States
dem,20241202-assemblymember-mia-bonta-introduces-bills-support-reproductive-maternal.txt,1,10.1001/jama.2019.2938,abstain,support,support,support,1,"Abortion is healthcare, including emergency care.","Abortion: The Role of Healthcare and Access, A Policy Perspective"
dem,20250102-assemblywoman-pilar-schiavo-reappointed-serve-chair-assembly-military-and.txt,1,turn0search3,abstain,silent,silent,silent,1,"The Military and Veterans Affairs Committee plays a vital role in addressing the needs of California’s veterans, service members, and their families.",Schiavo reappointed as chair of Military and Veterans Affairs Committee
dem,20250102-assemblywoman-pilar-schiavo-reappointed-serve-chair-assembly-military-and.txt,3,turn0search0,support,support,support,support,1,"The legislation AB 535 ensures that veterans' disability benefits are not counted against them as income when determining eligibility for supportive, affordable, and transitional housing.",AB 535: Veterans’ aid and welfare: housing.
dem,20250102-assemblywoman-pilar-schiavo-reappointed-serve-chair-assembly-military-and.txt,3,turn0search3,support,silent,silent,silent,0,"The legislation AB 535 ensures that veterans' disability benefits are not counted against them as income when determining eligibility for supportive, affordable, and transitional housing.",Governor Newsom signs legislation to support California’s veterans
dem,20250102-assemblywoman-pilar-schiavo-reappointed-serve-chair-assembly-military-and.txt,3,turn0search2,abstain,silent,silent,silent,1,"The legislation AB 535 ensures that veterans' disability benefits are not counted against them as income when determining eligibility for supportive, affordable, and transitional housing.",Lawmakers push to prevent veterans from losing housing aid over disability benefits
dem,20250102-assemblywoman-pilar-schiavo-reappointed-serve-chair-assembly-military-and.txt,3,turn0search7,abstain,silent,silent,silent,1,"The legislation AB 535 ensures that veterans' disability benefits are not counted against them as income when determining eligibility for supportive, affordable, and transitional housing.",HUD ends practice of counting veteran disability benefits as income
dem,20250219-lawmakers-advocates-introduce-legislation-protect-californians-dangerous.txt,2,10.1016/j.scitotenv.2024.158123,abstain,silent,silent,silent,1,Recent tests suggest that nearly 12 million Californians are exposed to tap water with PFAS contamination.,Per- and polyfluoroalkyl substances (PFAS) in drinking water in Southeast Los Angeles: Industrial legacy and environmental justice
dem,20250219-lawmakers-advocates-introduce-legislation-protect-californians-dangerous.txt,2,10.1016/j.scitotenv.2023.161234,abstain,silent,silent,silent,1,Recent tests suggest that nearly 12 million Californians are exposed to tap water with PFAS contamination.,Mitigating PFAS contamination in the United States: assessing the impact of California's legislation from 2018 to 2022 on drinking water quality
dem,20250219-lawmakers-advocates-introduce-legislation-protect-californians-dangerous.txt,2,turn0academia15,abstain,silent,silent,silent,1,Recent tests suggest that nearly 12 million Californians are exposed to tap water with PFAS contamination.,Bayesian Variable Selection for Censored Spatial Responses with Application to PFAS Concentrations in California
dem,20250219-lawmakers-advocates-introduce-legislation-protect-californians-dangerous.txt,2,turn0academia14,abstain,silent,silent,silent,1,Recent tests suggest that nearly 12 million Californians are exposed to tap water with PFAS contamination.,Drinking water contamination as a population-wide determinant of mortality in California
dem,20250409-assemblymember-connolly-passes-four-bills-through-policy-committees.txt,3,CA-AB419-2025,abstain,refute,support,refute,0,AB 419 requires schools to post the 'Immigration-Enforcement Actions at California Schools Guide for Students and Families' in schools and on their website.,California Assembly Bill 419 (AB 419) - Educational Equity: Immigration Enforcement
dem,20250409-assemblymember-connolly-passes-four-bills-through-policy-committees.txt,3,CA-AB419-2025-Analysis,support,silent,silent,silent,0,AB 419 requires schools to post the 'Immigration-Enforcement Actions at California Schools Guide for Students and Families' in schools and on their website.,California Assembly Bill 419 (AB 419) - Legislative Analysis
dem,20250409-assemblymember-connolly-passes-four-bills-through-policy-committees.txt,3,CA-AB419-2025-Support,mixed,silent,silent,silent,0,AB 419 requires schools to post the 'Immigration-Enforcement Actions at California Schools Guide for Students and Families' in schools and on their website.,"Support for AB 419, Educational Equity: Immigration Enforcement"
dem,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,3,10.1176/appi.ps.20200001,abstain,silent,refute,silent,0,AB 384 removes delays to patient care during mental health and substance abuse emergencies by prohibiting health insurance plans from requiring prior authorization during these critical situations.,Reducing Barriers to Mental Health Care: The Role of Insurance Coverage
dem,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,3,10.1001/jama.2019.1984,abstain,refute,refute,refute,1,AB 384 removes delays to patient care during mental health and substance abuse emergencies by prohibiting health insurance plans from requiring prior authorization during these critical situations.,Insurance Prior Authorization and Mental Health Care Access
dem,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,3,10.1136/bmjopen-2020-045326,abstain,silent,refute,silent,0,AB 384 removes delays to patient care during mental health and substance abuse emergencies by prohibiting health insurance plans from requiring prior authorization during these critical situations.,Patient Outcomes and Insurance Restrictions in Mental Health
dem,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,3,10.1080/09638237.2019.1644510,abstain,silent,refute,silent,0,AB 384 removes delays to patient care during mental health and substance abuse emergencies by prohibiting health insurance plans from requiring prior authorization during these critical situations.,The Impact of Delayed Mental Health Services on Patient Wellbeing
dem,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,3,10.1176/appi.ps.2020.00134,abstain,silent,refute,silent,0,AB 384 removes delays to patient care during mental health and substance abuse emergencies by prohibiting health insurance plans from requiring prior authorization during these critical situations.,Insurance Coverage for Behavioral Health Conditions
dem,20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt,2,turn0search0,abstain,silent,silent,silent,1,"Musk chemicals have been linked to endocrine disruption, early puberty, and increased risks of breast cancer and infertility.",Tox21 Team Finds Environmental Chemicals That Could Trigger Early Puberty in Girls
dem,20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt,2,turn0search1,abstain,silent,silent,silent,1,"Musk chemicals have been linked to endocrine disruption, early puberty, and increased risks of breast cancer and infertility.",Influence of exposure to endocrine disruptors and other environmental chemicals on breast development in girls: A systematic review of human studies
dem,20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt,2,turn0search5,mixed,silent,silent,silent,0,"Musk chemicals have been linked to endocrine disruption, early puberty, and increased risks of breast cancer and infertility.",Endocrine disrupting chemicals and breast cancer: a systematic review of epidemiological studies
dem,20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt,2,turn0search8,mixed,silent,silent,silent,0,"Musk chemicals have been linked to endocrine disruption, early puberty, and increased risks of breast cancer and infertility.",Risk for female reproductive cancer may increase after early-life exposure to endocrine-disrupting substances
dem,20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt,2,turn0search4,abstain,silent,silent,silent,1,"Musk chemicals have been linked to endocrine disruption, early puberty, and increased risks of breast cancer and infertility.",Hypothesis: exposure to endocrine-disrupting chemicals may interfere with timing of puberty
dem,20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt,4,10.1186/1476-069X-13-14,abstain,silent,silent,silent,1,"Exposure to nitro musks disproportionately affects women and young girls, particularly those in communities of color and lower-income areas.",Human exposure to nitro musks and the evaluation of their potential toxicity: an overview
dem,20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt,4,10.1186/s12889-024-20235-z,abstain,silent,silent,silent,1,"Exposure to nitro musks disproportionately affects women and young girls, particularly those in communities of color and lower-income areas.",Using the Environmental Health Disparities Framework to understand Black and Latino perspectives of a local fertilizer plant fire
dem,20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt,4,10.1186/s12940-025-01200-8,abstain,silent,silent,silent,1,"Exposure to nitro musks disproportionately affects women and young girls, particularly those in communities of color and lower-income areas.",Socioeconomic and racial-ethnic disparities in flame retardant exposure and executive function skills in preschool children
dem,20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt,4,10.3998/ujph.2314,abstain,silent,silent,silent,1,"Exposure to nitro musks disproportionately affects women and young girls, particularly those in communities of color and lower-income areas.",The Impact of Climate Change on Black Girls’ and Women’s Health: Using Theory to Mitigate and Organize
dem,20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt,7,10.1002/jes2.773,abstain,silent,silent,silent,1,Nitro musk chemicals have been detected in marine life and agricultural water supplies.,Presence of nitro musks in the aquatic environment and their consequences for aquatic organisms
dem,20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt,7,10.1016/j.scitotenv.2019.03.156,abstain,silent,silent,silent,1,Nitro musk chemicals have been detected in marine life and agricultural water supplies.,Nitro musks in river and marine sediments of southern Brazil: Occurrence and ecological risk assessment
dem,20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt,7,10.1016/j.jhazmat.2019.02.041,support,silent,silent,silent,0,Nitro musk chemicals have been detected in marine life and agricultural water supplies.,Assessment and occurrence of nitro musks in urban water sources and their degradation in the aquatic environment
dem,20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt,8,turn0search4,support,silent,support,support,0,AB 60 brings California in line with global standards by adopting restrictions similar to those enforced in the European Union.,Governor Newsom Signs Legislation Making California First in the Nation to Ban Toxic Chemicals in Cosmetics
dem,20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt,8,turn0search5,abstain,silent,silent,silent,1,AB 60 brings California in line with global standards by adopting restrictions similar to those enforced in the European Union.,Cosmetics safety milestone: California Gov. Newsom approves ban on 26 more toxic chemicals linked to health harms
dem,20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt,8,turn0search10,abstain,silent,silent,silent,1,AB 60 brings California in line with global standards by adopting restrictions similar to those enforced in the European Union.,"California bans cosmetics chemicals, following EU (again)"
dem,20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt,8,turn0search9,abstain,silent,silent,silent,1,AB 60 brings California in line with global standards by adopting restrictions similar to those enforced in the European Union.,[update] 26 More Chemicals That Could Get Your Products Banned in California
dem,20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt,8,turn0search7,abstain,silent,silent,silent,1,AB 60 brings California in line with global standards by adopting restrictions similar to those enforced in the European Union.,"California Cosmetic Law Targets different substances: PFAS, Formaldehyde and More"
dem,assembly-appropriations-committee-passes-sb-10-stop-child-fentanyl-deaths-other-bills-senator.txt,1,10.1080/10584609.2023.2240190,abstain,silent,silent,silent,1,SB 10 requires that school safety plans include protocols for responding to pupils suffering from an opioid overdose.,Action Plan and Model to Reduce Potential Opioid Overdose Deaths on K-12 Campuses
dem,assembly-appropriations-committee-passes-sb-10-stop-child-fentanyl-deaths-other-bills-senator.txt,1,10.1007/s40670-024-02201-x,abstain,silent,silent,silent,1,SB 10 requires that school safety plans include protocols for responding to pupils suffering from an opioid overdose.,Integrating Training in Opioid Overdose Response in Medical Schools' Curricula: A Systematic Review
dem,assembly-panel-unanimously-approves-the-fresh-act-to-fast-track.txt,3,turn0search0,abstain,support,silent,support,0,The new federal money would support local grocery stores and farms.,USDA Announces Availability of $1.13 Billion for Local Food Programs
dem,assembly-panel-unanimously-approves-the-fresh-act-to-fast-track.txt,3,turn0search4,support,support,support,support,1,The new federal money would support local grocery stores and farms.,"USDA Invests $1.7 Billion to Support Farmers, Deliver Nutrition Assistance, and Bolster Rural Economies"
dem,assembly-panel-unanimously-approves-the-fresh-act-to-fast-track.txt,3,turn0search5,silent,silent,silent,silent,1,The new federal money would support local grocery stores and farms.,Governor Hochul Announces $10 Million to Expand Access to Food for All New Yorkers
dem,assembly-panel-unanimously-approves-the-fresh-act-to-fast-track.txt,3,turn0search6,abstain,support,silent,support,0,The new federal money would support local grocery stores and farms.,Shapiro Administration Announces $21 Million Investment to Strengthen Pennsylvania’s Food Supply Chain and Grow the Commonwealth’s Agricultural Industry
dem,assembly-panel-unanimously-approves-the-fresh-act-to-fast-track.txt,3,turn0search8,abstain,refute,refute,refute,1,The new federal money would support local grocery stores and farms.,State Funding Enables Rural Grocers to Expand Florida-Grown Produce Supply
dem,assembly-panel-unanimously-approves-the-fresh-act-to-fast-track.txt,6,10.1186/s40352-025-00358-0,abstain,silent,silent,silent,1,The FRESH Act creates a uniform process for reentry for all incarcerated individuals.,Peer support services for individuals with health-related needs reentering the community after incarceration: a scoping review of program elements and outcomes
dem,assembly-panel-unanimously-approves-the-fresh-act-to-fast-track.txt,6,2405.15669,abstain,silent,refute,silent,0,The FRESH Act creates a uniform process for reentry for all incarcerated individuals.,Enhancing Reentry Support Programs Through Digital Literacy Integration
dem,be-part-change-change-power-advocacy-day-unites-voices-maternal-mental-health.txt,2,10.1186/s40748-025-00218-7,abstain,silent,silent,silent,1,"1 in 3 birthing people are affected by perinatal mental health conditions, yet 75% go untreated.",Evaluating birthing individual and infant healthcare utilization and costs among individuals experiencing perinatal mood and anxiety disorders
dem,be-part-change-change-power-advocacy-day-unites-voices-maternal-mental-health.txt,2,10.18043/001c.123264,abstain,silent,silent,silent,1,"1 in 3 birthing people are affected by perinatal mental health conditions, yet 75% go untreated.",Behavioral Health Trends Among Perinatal North Carolina Medicaid Beneficiaries
dem,be-part-change-change-power-advocacy-day-unites-voices-maternal-mental-health.txt,2,10.15585/mmwr.ss7202a1,abstain,silent,silent,silent,1,"1 in 3 birthing people are affected by perinatal mental health conditions, yet 75% go untreated.",Perinatal and Postpartum Health Among People With Intellectual and Developmental Disabilities
dem,bill-combat-online-sexual-exploitation-signed-law.txt,4,2504.19158,silent,silent,refute,silent,0,"SB 1210 provides survivors of online trafficking an avenue for relief, recourse and recovery.",SnuggleSense: Empowering Online Harm Survivors Through a Structured Sensemaking Process
dem,bill-combat-online-sexual-exploitation-signed-law.txt,4,2509.12288,silent,silent,refute,silent,0,"SB 1210 provides survivors of online trafficking an avenue for relief, recourse and recovery.",Digital Voices of Survival: From Social Media Disclosures to Support Provisions for Domestic Violence Victims
dem,bill-combat-online-sexual-exploitation-signed-law.txt,4,2402.17393,abstain,silent,refute,silent,0,"SB 1210 provides survivors of online trafficking an avenue for relief, recourse and recovery.",Designing Chatbots to Support Victims and Survivors of Domestic Abuse
dem,bill-combat-online-sexual-exploitation-signed-law.txt,4,2410.16507,abstain,silent,refute,silent,0,"SB 1210 provides survivors of online trafficking an avenue for relief, recourse and recovery.",How the Internet Facilitates Adverse Childhood Experiences for Youth Who Self-Identify as in Need of Services
dem,bill-combat-online-sexual-exploitation-signed-law.txt,4,10.1001/jama.2023.1987,abstain,silent,refute,silent,0,"SB 1210 provides survivors of online trafficking an avenue for relief, recourse and recovery.",Youth Survivors of Human Trafficking: On Improving Health Care Access and Treatment
dem,bills-senator-becker-climate-action-digital-divide-justice-reform-and-voter-equity.txt,2,turn0search6,abstain,silent,silent,silent,1,"SB 596 sets a 2045 target date in California for carbon neutral cement and concrete, with a 40% emissions reduction by 2030.","2021 - Senate Bill 596 (Becker, Josh), Greenhouse Gases: Cement Sector: Net-Zero Emissions Strategy (Chaptered)"
dem,bills-senator-becker-climate-action-digital-divide-justice-reform-and-voter-equity.txt,2,turn0search12,abstain,refute,silent,refute,0,"SB 596 sets a 2045 target date in California for carbon neutral cement and concrete, with a 40% emissions reduction by 2030.",Draft Net-Zero GHG Emissions Strategy for the Cement Sector
dem,bills-senator-becker-climate-action-digital-divide-justice-reform-and-voter-equity.txt,2,turn0search1,abstain,support,support,support,1,"SB 596 sets a 2045 target date in California for carbon neutral cement and concrete, with a 40% emissions reduction by 2030.",Senate Passes Low-Carbon Concrete Bill by Senator Josh Becker
dem,bills-senator-becker-climate-action-digital-divide-justice-reform-and-voter-equity.txt,8,California-2021-SB355-Amended,abstain,support,support,support,1,SB 355 seeks to improve access to civil justice by updating eligibility criteria for low-income Californians seeking fee waivers.,California-2021-SB355-Amended
dem,bills-senator-becker-climate-action-digital-divide-justice-reform-and-voter-equity.txt,8,Bill-to-Improve-Low-Income-Californians-Access-to-Civil-Court-Fee-Waivers-Advances-in-State-Legislature,support,support,support,support,1,SB 355 seeks to improve access to civil justice by updating eligibility criteria for low-income Californians seeking fee waivers.,Bill to Improve Low-Income Californians’ Access to Civil Court Fee Waivers Advances in State Legislature
dem,bills-senator-becker-voter-and-environmental-justice-clear-first-hurdles.txt,2,turn0search0,support,silent,silent,silent,0,"More than 100,000 mail-in ballots were rejected in California's March primary election.","California elections officials rejected 122,000 ballots in 2024 election. Here’s why"
dem,bills-senator-becker-voter-and-environmental-justice-clear-first-hurdles.txt,2,turn0search1,abstain,silent,silent,silent,1,"More than 100,000 mail-in ballots were rejected in California's March primary election.",California Secretary Of State: Over 99% Of Mail-In Ballots Accepted In Presidential Election
dem,bills-senator-becker-voter-and-environmental-justice-clear-first-hurdles.txt,2,turn0search2,abstain,support,support,support,1,"More than 100,000 mail-in ballots were rejected in California's March primary election.","100,000 Mail-In Ballots Rejected By CA Election Officials in March Primary"
dem,bills-senator-becker-voter-and-environmental-justice-clear-first-hurdles.txt,2,turn0search3,abstain,support,support,support,1,"More than 100,000 mail-in ballots were rejected in California's March primary election.","100,000 ballots went uncounted in March primary; San Mateo County had fifth highest ballot rejection rate"
dem,bills-senator-becker-voter-and-environmental-justice-clear-first-hurdles.txt,2,turn0search5,abstain,silent,silent,silent,1,"More than 100,000 mail-in ballots were rejected in California's March primary election.",Study Finds Young Voters More Likely to Have Mail Ballots Rejected
dem,el-senador-cortese-defiende-el-desarrollo-economico-traves-del-ley-de-expansion-del-centro-de.txt,3,10.1007/s11042-020-09283-7,abstain,support,support,support,1,Los centros de datos son fundamentales para respaldar una amplia gama de servicios digitales y tecnologías nuevas y emergentes como la inteligencia artificial.,Data Centers and Their Role in Supporting Economic Growth
dem,el-senador-cortese-defiende-el-desarrollo-economico-traves-del-ley-de-expansion-del-centro-de.txt,3,10.1145/3292500.3292534,abstain,support,support,support,1,Los centros de datos son fundamentales para respaldar una amplia gama de servicios digitales y tecnologías nuevas y emergentes como la inteligencia artificial.,The Economic Impact of Data Centers in Urban Areas
dem,el-senador-cortese-defiende-el-desarrollo-economico-traves-del-ley-de-expansion-del-centro-de.txt,3,2001.03456,abstain,support,support,support,1,Los centros de datos son fundamentales para respaldar una amplia gama de servicios digitales y tecnologías nuevas y emergentes como la inteligencia artificial.,The Future of AI and the Role of Data Infrastructure
dem,fifteen-becker-bills-climate-action-social-justice-education-child.txt,3,turn0search12,support,support,support,support,1,SB 887 accelerates the construction of transmission needed to deliver new clean energy resources in California.,SB 887
dem,fifteen-becker-bills-climate-action-social-justice-education-child.txt,3,turn0search13,support,support,silent,support,0,SB 887 accelerates the construction of transmission needed to deliver new clean energy resources in California.,"SENATE COMMITTEE ON ENERGY, UTILITIES AND"
dem,fifteen-becker-bills-climate-action-social-justice-education-child.txt,3,turn0search0,abstain,silent,silent,silent,1,SB 887 accelerates the construction of transmission needed to deliver new clean energy resources in California.,Understanding California’s Transmission Development Delays and Paths to Reform
dem,fifteen-becker-bills-climate-action-social-justice-education-child.txt,3,turn0academia14,abstain,silent,silent,silent,1,SB 887 accelerates the construction of transmission needed to deliver new clean energy resources in California.,Carbon Emission Flow Tracing: Fast Algorithm and California Grid Study
dem,fifteen-becker-bills-climate-action-social-justice-education-child.txt,3,turn0academia16,abstain,silent,silent,silent,1,SB 887 accelerates the construction of transmission needed to deliver new clean energy resources in California.,California Test System (CATS): A Geographically Accurate Test System based on the California Grid
dem,fifteen-becker-bills-climate-action-social-justice-education-child.txt,7,CA_SB1008_2021,abstain,support,support,support,1,SB 1008 eliminates telecom fees for communications to and from incarcerated people in California prisons or jails.,California Senate Bill 1008 (2021–2022) – Corrections: Communications
dem,fifteen-becker-bills-climate-action-social-justice-education-child.txt,7,CA_SB1008_Analysis,abstain,support,support,support,1,SB 1008 eliminates telecom fees for communications to and from incarcerated people in California prisons or jails.,Senate Committee on Public Safety Analysis of SB 1008
dem,fifteen-becker-bills-climate-action-social-justice-education-child.txt,7,CA_SB1008_Assembly_Analysis,abstain,silent,silent,silent,1,SB 1008 eliminates telecom fees for communications to and from incarcerated people in California prisons or jails.,Assembly Committee on Communications and Conveyance Analysis of SB 1008
dem,fifteen-becker-bills-climate-action-social-justice-education-child.txt,7,CA_SB1008_Chaptered,abstain,support,support,support,1,SB 1008 eliminates telecom fees for communications to and from incarcerated people in California prisons or jails.,California Senate Bill 1008 (2021–2022) – Chaptered Version
dem,fifteen-becker-bills-climate-action-social-justice-education-child.txt,10,turn0search2,support,support,support,support,1,SB 948 allows for more efficient use of resources for affordable housing projects in California.,Senator Becker Introduces Bill to Cut Costs for Affordable Housing Projects in California
dem,fifteen-becker-bills-climate-action-social-justice-education-child.txt,10,turn0search24,support,support,support,support,1,SB 948 allows for more efficient use of resources for affordable housing projects in California.,SB 948 – Affordable Housing Pooled Reserves
dem,fifteen-becker-bills-climate-action-social-justice-education-child.txt,10,turn0search23,abstain,silent,silent,silent,1,SB 948 allows for more efficient use of resources for affordable housing projects in California.,SB 948 (Becker) - Support
dem,following-cop26-assemblymembers-rivas-calderon-ward-and-senator-cortese-commit-introduce.txt,8,10.1007/s10956-024-10187-9,abstain,silent,silent,silent,1,86% of teachers believe climate change should be taught in schools.,Developing Elementary Teachers’ Climate Change Knowledge and Self-efficacy for Teaching Climate Change Using Learning Technologies
dem,following-cop26-assemblymembers-rivas-calderon-ward-and-senator-cortese-commit-introduce.txt,8,10.5334/cstp.619,abstain,silent,silent,silent,1,86% of teachers believe climate change should be taught in schools.,How Do Teachers Learn and Engage with Climate Change? An Examination of the Shade Our Schools—Leaves Are Cool! Citizen Science Program
dem,highly-destructive-summer-vegetation-wildfires-are-underway-senator-corteses-bill-reducing.txt,5,1907.05954,abstain,silent,refute,silent,0,Senator Cortese's legislation SB 429 creates the nation’s first public wildfire catastrophe model to improve insurance transparency.,A simulation of the insurance industry: The problem of risk model homogeneity
dem,highly-destructive-summer-vegetation-wildfires-are-underway-senator-corteses-bill-reducing.txt,5,2405.07068,abstain,silent,refute,silent,0,Senator Cortese's legislation SB 429 creates the nation’s first public wildfire catastrophe model to improve insurance transparency.,Catastrophe Insurance: An Adaptive Robust Optimization Approach
dem,mobile-home-park-protections-clear-senate-housing-committee.txt,1,turn0search15,abstain,refute,silent,refute,0,Mobile homes are the largest source of unsubsidized affordable housing in the nation.,Manufactured Homes Are Cheap—So Why Are Their Loans So Expensive?
dem,mobile-home-park-protections-clear-senate-housing-committee.txt,1,turn0search0,abstain,silent,silent,silent,1,Mobile homes are the largest source of unsubsidized affordable housing in the nation.,Affordable but marginalized: Study provides first comprehensive look at Houston’s mobile home parks
